NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
165,서울특별시 강북구 미아동,1372,1372,0,포르투나,23.34,202306,27,"21,350",-,4,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
166,서울특별시 강북구 미아동,1372,1372,0,포르투나,17.18,202306,27,"15,950",-,6,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
167,서울특별시 강북구 미아동,1372,1372,0,포르투나,50.56,202306,27,"43,450",-,2,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
168,서울특별시 노원구 중계동,502-1,502,1,중계그린1단지,39.78,202306,27,"45,000",105,6,-,-,1990,동일로207길 18,-,중개거래,서울 노원구,23.09.20
169,서울특별시 강북구 미아동,1372,1372,0,포르투나,17.18,202306,27,"15,950",-,6,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
170,서울특별시 강북구 미아동,1372,1372,0,포르투나,49.55,202306,27,"40,750",-,3,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
171,서울특별시 강북구 미아동,1372,1372,0,포르투나,23.34,202306,27,"21,150",-,3,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
172,서울특별시 강북구 미아동,1372,1372,0,포르투나,50.08,202306,27,"42,350",-,1,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
173,서울특별시 구로구 신도림동,642,642,0,대림1,59.88,202306,27,"81,700",304,14,-,-,1999,신도림로 16,-,중개거래,서울 구로구,23.09.20
174,서울특별시 강북구 미아동,1372,1372,0,포르투나,49.55,202306,27,"40,250",-,2,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
175,서울특별시 강북구 미아동,1372,1372,0,포르투나,23.34,202306,27,"21,150",-,3,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
176,서울특별시 강북구 미아동,1372,1372,0,포르투나,17.18,202306,27,"15,950",-,6,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
177,서울특별시 도봉구 창동,804,804,0,대우,59.86,202306,27,"53,000",104,4,-,-,1995,덕릉로63가길 43,-,중개거래,서울 도봉구,23.09.22
178,서울특별시 송파구 거여동,356,356,0,우방1,59.91,202306,27,"75,000",101,10,-,-,1999,오금로56길 16,-,중개거래,서울 송파구,23.09.20
179,서울특별시 종로구 익선동,55,55,0,현대뜨레비앙,46.64,202306,27,"40,000",현대뜨레비앙,3,-,-,2003,돈화문로11가길 59,-,중개거래,서울 종로구,23.08.14
180,서울특별시 강북구 미아동,1372,1372,0,포르투나,42.71,202306,27,"36,750",-,5,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
181,서울특별시 강북구 미아동,1372,1372,0,포르투나,44.81,202306,27,"37,500",-,2,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
182,서울특별시 강북구 미아동,1372,1372,0,포르투나,49.55,202306,27,"41,200",-,4,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
183,서울특별시 강북구 미아동,1372,1372,0,포르투나,23.34,202306,27,"21,350",-,4,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
184,서울특별시 강북구 미아동,1372,1372,0,포르투나,50.56,202306,27,"43,900",-,4,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
185,서울특별시 강북구 미아동,1372,1372,0,포르투나,55.49,202306,27,"45,850",-,6,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
186,서울특별시 강북구 미아동,1372,1372,0,포르투나,23.34,202306,27,"21,350",-,4,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
187,서울특별시 강북구 미아동,1372,1372,0,포르투나,49.55,202306,27,"41,200",-,5,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
188,서울특별시 강북구 미아동,1372,1372,0,포르투나,49.55,202306,27,"40,250",-,2,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
189,서울특별시 강북구 미아동,1372,1372,0,포르투나,50.56,202306,27,"43,450",-,3,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
190,서울특별시 강북구 미아동,1372,1372,0,포르투나,44.81,202306,27,"37,700",-,3,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
191,서울특별시 동대문구 전농동,690,690,0,래미안크레시티,59.99,202306,27,"52,700",103동,7,-,-,2014,사가정로 65,-,직거래,-,23.06.28
192,서울특별시 도봉구 창동,38,38,0,주공17단지,36.16,202306,27,"35,500",1711,9,-,-,1989,덕릉로66길 17,-,중개거래,서울 도봉구,23.07.20
193,서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,59.93,202306,27,"129,000",129,25,-,-,2016,왕십리로 410,-,중개거래,서울 성동구,23.07.18
194,서울특별시 강서구 가양동,448-1,448,1,가양강나루현대,59.76,202306,27,"66,000",105,3,-,-,1999,양천로 507,-,직거래,-,23.07.14
195,서울특별시 강북구 미아동,1372,1372,0,포르투나,23.34,202306,27,"21,350",-,5,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
196,서울특별시 노원구 중계동,512,512,0,중계무지개,39.96,202306,27,"41,000",209,5,-,-,1991,동일로208길 20,-,중개거래,서울 노원구,23.08.28
197,서울특별시 노원구 중계동,512,512,0,중계무지개,49.89,202306,27,"50,800",202,7,-,-,1991,동일로208길 19,-,중개거래,서울 노원구,23.10.13
198,서울특별시 강북구 미아동,1372,1372,0,포르투나,47.41,202306,27,"40,300",-,5,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
199,서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,59.29,202306,27,"115,000",101,19,-,-,2019,양재대로 1650,-,중개거래,서울 강동구,23.09.26
200,서울특별시 강동구 명일동,359,359,0,래미안솔베뉴,59.11,202306,27,"113,000",103,12,-,-,2019,양재대로 1650,-,중개거래,서울 강동구,23.10.31
201,서울특별시 양천구 신정동,325,325,0,목동신시가지11,51.48,202306,27,"60,000",1117,4,-,-,1988,목동동로 10,-,직거래,-,23.06.30
202,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.7479,202306,27,"205,000",-,4,-,-,2019,삼성로 11,-,중개거래,서울 강남구,-
203,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.7479,202306,27,"205,000",315,4,-,-,2019,삼성로 11,-,중개거래,서울 강남구,24.01.10
204,서울특별시 강북구 미아동,1372,1372,0,포르투나,50.56,202306,27,"43,450",-,2,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
205,서울특별시 강북구 미아동,1372,1372,0,포르투나,23.34,202306,27,"21,350",-,5,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
206,서울특별시 강북구 미아동,1372,1372,0,포르투나,51.45,202306,27,"43,250",-,3,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
207,서울특별시 강북구 미아동,1372,1372,0,포르투나,44.81,202306,27,"38,500",-,6,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
208,서울특별시 강북구 미아동,1372,1372,0,포르투나,44.5,202306,27,"37,400",-,6,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
209,서울특별시 강북구 미아동,1372,1372,0,포르투나,17.18,202306,27,"15,950",-,6,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
210,서울특별시 강북구 미아동,1372,1372,0,포르투나,23.34,202306,27,"21,150",-,2,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
211,서울특별시 강북구 미아동,1372,1372,0,포르투나,50.08,202306,27,"43,050",-,2,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
212,서울특별시 강북구 미아동,1372,1372,0,포르투나,51.45,202306,27,"43,250",-,2,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
213,서울특별시 강북구 미아동,1372,1372,0,포르투나,49.55,202306,27,"41,200",-,4,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
214,서울특별시 강북구 미아동,1372,1372,0,포르투나,47.41,202306,27,"40,300",-,5,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
215,서울특별시 강북구 미아동,1372,1372,0,포르투나,50.56,202306,27,"43,450",-,3,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
216,서울특별시 강북구 미아동,1372,1372,0,포르투나,55.49,202306,27,"44,900",-,3,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
217,서울특별시 강북구 미아동,1372,1372,0,포르투나,23.34,202306,27,"21,350",-,4,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
218,서울특별시 강북구 미아동,4,4,0,꿈의숲롯데캐슬,59.99,202306,27,"73,000",110,4,-,-,2017,오현로 56,-,중개거래,서울 강북구,23.08.30
219,서울특별시 강북구 미아동,474,474,0,미아동부센트레빌,59.96,202306,27,"74,000",101,12,-,-,2006,숭인로7가길 37,-,중개거래,서울 강북구,23.11.10
220,서울특별시 강서구 화곡동,920-15,920,15,남광아파트,43.85,202306,27,"25,800",-,2,-,-,2017,곰달래로18길 3,-,중개거래,서울 강서구 서울 양천구,23.07.31
221,서울특별시 마포구 서교동,487,487,0,대우미래사랑,34.29,202306,27,"29,400",-,3,-,-,2005,월드컵북로5나길 18,-,중개거래,서울 마포구,23.08.07
222,서울특별시 용산구 보광동,151,151,0,리버빌(삼성),59.7,202306,27,"97,000",101,3,-,-,2000,보광로5길 40,-,중개거래,서울 용산구,23.09.15
223,서울특별시 노원구 상계동,173-1,173,1,벽산,46.8,202306,27,"39,000",109,12,-,-,1989,한글비석로 396,-,중개거래,서울 노원구,23.08.17
224,서울특별시 동대문구 답십리동,1013,1013,0,래미안미드카운티,59.98,202306,27,"98,700",107,17,-,-,2019,답십리로 141,-,중개거래,서울 동대문구,23.08.16
225,서울특별시 은평구 응암동,762,762,0,녹번역센트레빌,59.97,202306,27,"68,000",105,9,-,-,2013,백련산로 160,-,중개거래,서울 은평구,23.08.22
226,서울특별시 용산구 이촌동,193-5,193,5,강서,56.63,202306,27,"100,000",가,5,-,-,1972,이촌로34길 10,-,중개거래,서울 용산구,23.08.07
227,서울특별시 강동구 상일동,521,521,0,고덕자이,59.7084,202306,27,"114,800",111,18,-,-,2021,상일로 55,-,중개거래,서울 강동구,23.08.07
228,서울특별시 은평구 불광동,641,641,0,북한산현대힐스테이트3차아파트,59.99,202306,27,"70,000",3206,10,-,-,2010,불광로 122-10,-,중개거래,서울 은평구,23.09.20
229,서울특별시 영등포구 양평동1가,20,20,0,신동아,50.81,202306,27,"71,500",1,10,-,-,1982,영등포로12길 8,-,중개거래,서울 영등포구,23.09.21
230,서울특별시 성북구 석관동,10,10,0,두산,59.97,202306,27,"64,700",103,14,-,-,1998,화랑로48길 16,-,중개거래,서울 성북구,23.10.31
231,서울특별시 성북구 석관동,10,10,0,두산,59.97,202306,27,"65,000",118,13,-,-,1998,화랑로48길 16,-,중개거래,서울 동대문구 서울 성북구,23.08.30
232,서울특별시 양천구 목동,904,904,0,목동신시가지4,48.69,202306,27,"123,000",405,11,-,-,1986,목동서로 130,-,중개거래,서울 양천구,23.07.25
233,서울특별시 관악구 봉천동,1712,1712,0,관악드림(동아),60.0,202306,27,"70,000",105,9,-,-,2003,성현로 80,-,중개거래,서울 관악구,23.08.30
234,서울특별시 관악구 봉천동,1712,1712,0,관악드림(삼성),59.85,202306,27,"67,000",132,11,-,-,2003,성현로 80,-,중개거래,경기 안산상록구 서울 관악구,23.09.25
235,서울특별시 강동구 암사동,509,509,0,선사현대아파트,59.64,202306,27,"85,000",104,11,-,-,2000,상암로 11,-,중개거래,서울 강동구,23.09.15
236,서울특별시 관악구 신림동,1712,1712,0,초원,59.93,202306,27,"43,000",101,7,-,-,1999,미성5길 40,-,중개거래,서울 관악구,23.09.04
237,서울특별시 강동구 암사동,442-1,442,1,한강현대,59.94,202306,27,"89,900",101,22,-,-,1999,올림픽로104길 42,-,중개거래,서울 강동구,23.10.16
238,서울특별시 은평구 불광동,631-1,631,1,대호프라자아파트,41.22,202306,27,"24,000",102,7,-,-,2000,불광로 90,-,직거래,-,23.07.12
239,서울특별시 성북구 길음동,1282,1282,0,길음뉴타운5단지(래미안),59.75,202306,27,"79,000",511,10,-,-,2006,길음로 74,-,중개거래,서울 성북구,23.09.15
240,서울특별시 강북구 미아동,1372,1372,0,포르투나,49.55,202306,27,"41,700",-,6,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
241,서울특별시 강북구 미아동,1372,1372,0,포르투나,50.08,202306,27,"43,500",-,4,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
242,서울특별시 강북구 미아동,1372,1372,0,포르투나,44.81,202306,27,"38,100",-,4,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
243,서울특별시 강북구 미아동,1372,1372,0,포르투나,23.34,202306,27,"21,150",-,3,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
244,서울특별시 강북구 미아동,1372,1372,0,포르투나,49.55,202306,27,"39,600",-,1,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
245,서울특별시 강북구 미아동,1372,1372,0,포르투나,17.18,202306,27,"15,950",-,6,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
246,서울특별시 강북구 미아동,1372,1372,0,포르투나,23.34,202306,27,"21,150",-,2,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
247,서울특별시 강북구 미아동,1372,1372,0,포르투나,55.49,202306,27,"45,350",-,5,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
248,서울특별시 관악구 봉천동,1717,1717,0,관악푸르지오,59.58,202306,27,"73,000",115,7,-,-,2004,관악로30길 27,-,중개거래,서울 관악구 서울 서초구,23.10.31
249,서울특별시 송파구 풍납동,261,261,0,현대리버빌2지구,40.95,202306,27,"58,000",308,4,-,-,1999,풍성로24길 42,-,중개거래,서울 강동구,23.09.15
250,서울특별시 강북구 미아동,1372,1372,0,포르투나,50.08,202306,27,"43,050",-,3,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
251,서울특별시 강북구 미아동,1372,1372,0,포르투나,17.18,202306,27,"15,950",-,6,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
252,서울특별시 강북구 미아동,1372,1372,0,포르투나,23.34,202306,27,"21,150",-,2,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
253,서울특별시 강북구 미아동,1372,1372,0,포르투나,23.34,202306,27,"21,350",-,5,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
254,서울특별시 강북구 미아동,1372,1372,0,포르투나,23.34,202306,27,"21,150",-,2,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
255,서울특별시 강북구 미아동,1372,1372,0,포르투나,23.34,202306,27,"21,350",-,4,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
256,서울특별시 강북구 미아동,1372,1372,0,포르투나,55.49,202306,27,"45,350",-,4,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
257,서울특별시 강북구 미아동,1372,1372,0,포르투나,23.34,202306,27,"21,350",-,5,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
258,서울특별시 강북구 미아동,1372,1372,0,포르투나,23.34,202306,27,"21,150",-,2,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
259,서울특별시 강북구 미아동,1372,1372,0,포르투나,23.34,202306,27,"21,350",-,5,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
260,서울특별시 강북구 미아동,1372,1372,0,포르투나,50.56,202306,27,"42,750",-,1,-,-,2022,인수봉로20나길 30,-,직거래,-,23.07.25
261,서울특별시 성동구 금호동1가,1823,1823,0,이편한세상금호파크힐스,59.983,202306,27,"125,000",105,11,-,-,2019,금호로 140,-,중개거래,서울 성동구,23.10.05
262,서울특별시 송파구 오금동,165,165,0,상아2차아파트,45.77,202306,26,"72,000",6,6,-,-,1988,오금로 407,-,중개거래,서울 송파구,23.10.11
263,서울특별시 서대문구 남가좌동,389,389,0,DMC에코자이,59.79,202306,26,"95,000",105,16,-,-,2019,거북골로 84,-,중개거래,서울 서대문구,23.08.16
264,서울특별시 서대문구 북가좌동,481,481,0,DMC래미안e편한세상,59.97,202306,26,"90,000",107,8,-,-,2012,수색로 100,-,중개거래,서울 서대문구,23.09.11
265,서울특별시 은평구 응암동,770,770,0,힐스테이트녹번역,59.99,202306,26,"93,000",104,12,-,-,2022,은평로 240,-,중개거래,서울 은평구,23.12.22
266,서울특별시 용산구 한강로3가,16-20,16,20,원효전자상가,55.77,202306,26,"50,000",-,2,-,-,1974,청파로 83,-,직거래,-,23.07.21
267,서울특별시 노원구 중계동,369,369,0,주공2,44.52,202306,26,"34,500",210,4,-,-,1992,한글비석로14길 8,-,중개거래,서울 노원구,23.06.30
268,서울특별시 강동구 길동,415-13,415,13,강동큐브(2차),15.12,202306,26,"11,000",-,6,-,-,2013,진황도로 85,-,중개거래,서울 강동구,23.06.29
269,서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,59.94,202306,26,"133,000",119,5,-,-,2016,왕십리로 410,-,중개거래,서울 성동구,23.10.06
270,서울특별시 송파구 거여동,294,294,0,거여5단지,59.74,202306,26,"70,600",506,2,-,-,1997,양산로4길 16,-,중개거래,서울 송파구,23.07.28
271,서울특별시 강동구 천호동,452-15,452,15,미사아름채아파트,12.995,202306,26,"21,000",-,7,-,-,2020,천호대로159길 22-24,-,직거래,-,23.07.27
272,서울특별시 송파구 신천동,17,17,0,파크리오,59.86,202306,26,"168,500",105,3,-,-,2008,올림픽로 435,-,중개거래,서울 송파구,23.09.27
273,서울특별시 강동구 천호동,217-132,217,132,동아하이빌아파트,59.98,202306,26,"67,500",101,23,-,-,2000,구천면로 278,-,중개거래,서울 강동구 서울 송파구,23.09.25
